track_id,name,artist,spotify_id,energy,valence
TRKAAKM128F92DCDA3,Mellow Yellow,Donovan,000mFaHFqvtU9bYShUFMlk,0.291,0.822
TRERGNZ12903CB9B09,The Man In Me,Bob Dylan,0v8GkAjPsYLGEr8ddtEpqR,0.517,0.905
TRYNKHB128E078F098,You Better You Bet,The Who,0bThmLaDNihjXv15dtSAA3,0.705,0.544
TRHVPLG128F92CC576,Meat Is Murder,The Smiths,2aQ6dCQHeyHTFMnMsJ1l4V,0.454,0.385
TRKBQYE128F147B08C,(Just Like) Starting Over,John Lennon,261hBfitUyQhvQayvR1GKW,0.633,0.407
TROWVQD12903CC17DE,Dolly Dagger,Jimi Hendrix,1X0o0kVNER4NoiZhxzo1DG,0.883,0.794
TRAGMBZ128F42772FA,Alabama,Neil Young,48P9995L8PsJ7BHzxJjUuT,0.391,0.423
TRVILAN128F42B635B,Fooled Around And Fell In Love,Elvin Bishop,01ZMLverX45yCmJ1iR3rMa,0.732,0.618
TRAQXMW12903CD404A,Casino Boogie,The Rolling Stones,05dG6m4jiK3umxfUUPdu5K,0.574,0.587
TRAOAXM128F92D3119,I'll Be Your Baby Tonight,Bob Dylan,032kwZ9kg4yIaIPBOOIwlm,0.23,0.457
TRDBTED128F42131CE,Call Me The Breeze,Lynyrd Skynyrd,03cPR5y8yPLTDpnKhA8o7U,0.678,0.808
TRMFNEH128F426DD1B,Ripple,Grateful Dead,00quZampBcR0E2Mp3YClmV,0.425,0.657
TRLRVJP128F42525FD,No Expectations,The Rolling Stones,06YJrtZ2faMqXWFa17oXpX,0.285,0.278
TRPBBKP128F42A03E2,Human Touch,Bruce Springsteen,0byNlqYNXbwnYie5QH7Vtx,0.611,0.58
TRXDVHJ128F932654E,No Fun,The Stooges,0paSX7dIGr6YMEz2KVBGwt,0.59,0.869
TRACWVA128F92E7B62,Police & Thieves,The Clash,0i6An2dGvPLD1bd6Qzi3eo,0.935,0.19
TRDPAME128F42791AA,The Stranger Song,Leonard Cohen,0KJu4FS8iscxg25eA6kpWj,0.172,0.496
TRFVKEW128F4255357,Brilliant Disguise,Bruce Springsteen,0mclma7ytWRxThexb62uE2,0.82,0.921
TRNHPPJ128F932F72B,Spanish Castle Magic,Jimi Hendrix,09vJOhRFRCPnWuJ7cD9Q1q,0.864,0.572
TRCYOJO128F92E219C,Cat Scratch Fever,Ted Nugent,0GXh4Bvlx7VtxIO6g8aKa6,0.89,0.724
TRBWTPJ128F145FB00,Freewill,Rush,0eqepQW9CGLJX7TgoPlZRq,0.943,0.704
TRMPIOZ128F931D519,Synchronicity II,The Police,3bvrmjrL1Ohm44lY8UhuDS,0.824,0.562
TRISTDI128F9336589,Sweet Black Angel,The Rolling Stones,0xlEn8roMXpoHr8YdcYAWP,0.728,0.609
TRTALMQ128F42AD439,You're the Voice,John Farnham,04kamnLNLm2mMk8fj7V2gn,0.692,0.68
TRJLLVG128F424793E,Over My Shoulder,Mike & The Mechanics,1bNdVhAlFAfdGZ33dd0Yos,0.87,0.849
TRFYWUU128F424E71C,Secret Garden,Bruce Springsteen,02pbsQX3y6LPHqubfssNoP,0.263,0.139
TRCRAEJ128F428A0C3,The Kids Are Alright,The Who,2dimx9savg6C6Y1GqsLy2a,0.688,0.695
TRLKYVP128F933A2F0,The Garden,Guns N' Roses,22Dfr92ps4E5zNUVzaEgiC,0.861,0.414
TRVTQNN12903CF292E,It Don't Come Easy,Ringo Starr,0szKeS5WTmnMzFIgJCQllo,0.738,0.649
TRYRVJW128F92CB614,Heatseeker,AC/DC,0h3A3hdDq762DzIOKUoF21,0.873,0.481
TRFSQOA128F424ED9E,Legs,ZZ Top,0Iqp7HAUktSHpakPA4DrmG,0.928,0.729
TREWIXS128E0792980,Right Next Door to Hell,Guns N' Roses,1416zt0Z35YVGt97dXMbxu,0.993,0.147
TRASZQB12903CAAE1B,Rock the Night,Europe,0PUa24Pxvvxa3ys7reyGSx,0.963,0.262
TRTTWHT128F93318A5,Eat the Rich,Aerosmith,0CFtlafteObzOEuJdESQkb,0.93,0.696
TRGXONX128F92CB714,Easy Lover,Phil Collins,2h6uDqSJMs9G3AZr8fBHjt,0.798,0.934
TRORLSF128F9305495,Sweet Little Sixteen,Chuck Berry,00FNA8rruoyN08oPYg3JKl,0.498,0.964
TRXZQHU128F14595A6,Jet Airliner,Steve Miller Band,0axurGwoFqrY6MrR2SAPDW,0.664,0.936
TRCRWLY128F425739F,Land Ho!,The Doors,0x8FnLcKUX5XmNBQU2jRT1,0.699,0.878
TRFYLRG128F92C92AF,Mandy,Barry Manilow,03OpAE2WOFygTzLWDwBT1i,0.46,0.359
TRAETNG128F92EDA17,Give Peace a Chance,John Lennon,1UmdFhCGWrNY0NeJaLuptV,0.883,0.342
TRPUGLX128F145C03B,Hip to Be Square,Huey Lewis & The News,3cxjR3Jf6QdjLQSBhSnrhW,0.871,0.736
TRDUAAM128F92F9661,I'll Go Crazy If I Don't Go Crazy Tonight,U2,1l8qpATmtRyezh2Vikn7lD,0.931,0.486
TRAHKEU12903CDA469,Kite,U2,1jPLK82k5pTRVRtSxhyQT7,0.655,0.216
TRXNVNT128F426AC41,Absolutely Sweet Marie,Bob Dylan,05bvQtDybecuGhoMOn1VMP,0.738,0.806
TRULPRC128F42A9D20,Good Golly Miss Molly,Little Richard,00nVbEcAXwvMT6PWUdl51z,0.732,0.895
TRNXKFF128F931E492,Wintertime Love,The Doors,1F6heKAbtUZmqONepCtiAm,0.554,0.52
TRUFPUH128F92FA4B3,Old Love,Eric Clapton,0KaAAVQxLIjB7HtjwlCZ5p,0.387,0.528
TRFYYLA128F931269A,Let It Grow,Eric Clapton,0DuIKBP8h9X06IJKdz5BWo,0.295,0.289
TRCOTBV12903CFB7A2,Band on the Run,Paul McCartney,08yZd1Yv4wiq8K7fGbdeVC,0.837,0.415
TRKAPSC128F14580A4,Living On My Own,Freddie Mercury,1CMgO5ySakcUmuJb3A5EVR,0.878,0.561
TRCQHXR128F92E722F,Little Deuce Coupe,The Beach Boys,00fPCBNv0QzaPRWrCjgCcM,0.648,0.967
TROTQMA128F42389EC,I Wish It Would Rain Down,Phil Collins,0KdDRJfInXu99ZPCUwg4L1,0.48,0.402
TRGUFBU12903CC9566,Let It Loose,The Rolling Stones,0ObAD6LBwGEhQHucAVnCeh,0.532,0.375
TRANLMB12903CA8250,Hold on Tight,Electric Light Orchestra,096SuJvGndZqlhgUgHNhqy,0.878,0.758
TRIQJWF128F93398EF,Can't Stop Lovin' You,Van Halen,4L0VER343JbWVhgTyb62uY,0.898,0.537
TRUFBQY128F9323124,Tequila,The Champs,030lRFiZ3Con2ZDtXQ1fwU,0.733,0.937
TROULOF128F1477072,Bell Bottom Blues,Derek and the Dominos,0kzuHiTkK8HLpg4sG8Uzky,0.5,0.606
TRKFXZZ128F423789B,Gimme Gimme Shock Treatment,Ramones,0uLHJ2dZIWHZbqeZNSojDr,0.982,0.766
TRXZRCR128F4289E21,Rough Boy,ZZ Top,06rbNdJ03Xh3ism8xBMaGG,0.737,0.595
TRKAEQK128F92FAD38,Buckets of Rain,Bob Dylan,053T7MTEHbbGAo8XKqRawW,0.328,0.517
TRWPZDX128F9323713,Saturday in the Park,Chicago,0AuSRt9Nc5chfHftcbwe9V,0.63,0.576
TRJEFMQ128F9306559,Bang A Gong (Get It On),T. Rex,07fdxXiQAGvU1rDAgf2sXv,0.748,0.845
TROJUGA128F14AC1C3,Viva Las Vegas,Elvis Presley,0aCV0eFYfOkRdg9jdGvG40,0.764,0.824
TRXQSGI12903C9DBAC,Let's Twist Again,Chubby Checker,00BumRbUv7GdeMz7f96HJW,0.765,0.916
TRDIYXR12903CAD3C3,California Sun,Ramones,1tIr6dLSaCyc4VjpgX31Kl,0.916,0.675
TRFUDGU128E079298C,Don't Damn Me,Guns N' Roses,2e5Ja3v5arGEqprOaEZBh0,0.986,0.273
TRNUQZU128F428BAC5,Dead Horse,Guns N' Roses,1F4qgo6TxXogilcVJOfVaM,0.848,0.554
TRYAKSX128F933D218,Outside Woman Blues,Cream,0MrE0abJp4BOdzZptVqd5Z,0.589,0.959
TROKHNP128F9311972,Perfect Crime,Guns N' Roses,0mFZA712n5Wjn1m99fsxFX,0.996,0.175
TRYBFEO12903CED194,Bookends Theme,Simon & Garfunkel,07hizohfEbQRvqsqvAJLgv,0.0972,0.499
TRINXCH128F9316D55,Show Me The Way,Peter Frampton,00R7cTAxFFZrVFP4lc21jt,0.83,0.676
TRLJYGJ128F426941A,Russians,Sting,03QwUBXR3EGwaqujSWytXf,0.403,0.193
TRRTCES128F426A3F2,Strange Magic,Electric Light Orchestra,0DKDmdT1BgkPj2PTPKPSha,0.56,0.451
TRJFKPM128F9341524,Shaman's Blues,The Doors,0madgZ6OBKT5sHVJaMsViK,0.413,0.734
TRGTVWJ128F9327CCA,Watching the Detectives,Elvis Costello,0ccP3r9OwYe9Er7VyiUCTN,0.713,0.53
TRXPWDW128F930899E,Good Times Roll,The Cars,042CVomhNU0aFrDBfWJmqo,0.78,0.511
TRUHEEO128E078EFE5,I'm Free,The Who,04vegLFXFVr9nXEF4dO1nC,0.729,0.446
TRATDHB128F9344FE9,Radio Song,R.E.M.,2uOQzHdmNmTAdF3TRAoTp8,0.874,0.584
TRFQVSO128F934F647,Lady Jane,The Rolling Stones,19kAUW6NMzgDHKT19s7782,0.303,0.31
TRJSBCG128F9309677,No Particular Place to Go,Chuck Berry,02rpai6awOhXxK7i1XZOH7,0.722,0.977
TRETVKS128F933EA24,A Man and a Woman,U2,0919PHWYfCBLt4RFOE9fBu,0.775,0.747
TRIVWDE128F426956F,"Stay (Faraway, So Close!)",U2,0Abb2lo8gicipdZ73ReYjT,0.499,0.749
TROIAYD128E07920D6,Spoonful,Cream,0geuHyGUqnGbeIpd9rK0GY,0.476,0.469
TRXHZGW128F426F123,Steppin' Out,Joe Jackson,02ZbIWdtDLEDS8I59q6vhk,0.396,0.669
TRRFEWQ128F9327390,Gimme Some Lovin',The Spencer Davis Group,004SV2qPVCatdJ6RvfobxE,0.575,0.604
TRMKLYA128EF34F812,Last Child,Aerosmith,07vI52h7cRvYH9oTGhYkYG,0.674,0.78
TRXJGGL128F931C711,In These Arms,Bon Jovi,0T01XTx9hgEbQ4n9tJLFm1,0.915,0.445
TRAALFH128F4232CFE,Stiff Upper Lip,AC/DC,0LGzplkhTM8JpT6Skrgl4Q,0.855,0.698
TRWKHWZ128F14A473E,Mony Mony,Billy Idol,0izrYJq6V0aJ1p1kQidb4d,0.675,0.422
TRXNWNX128F428067B,Half a World Away,R.E.M.,08ikUclxinjagQbqFxA2nC,0.488,0.351
TRYUVIW12903CC9696,So Cruel,U2,2KXi6aTM0tDxwrcbhh13xg,0.511,0.412
TRUNKTP12903CD1EFB,Blue Sky,The Allman Brothers Band,08SPbOlgCODbnWEhxTpZvg,0.507,0.854
TRFYGPG128F421508C,Dedicated Follower Of Fashion,The Kinks,02HkGd3SUBafOWVvijzv4r,0.819,0.921
TRLDVOB12903CF7C7E,Girlfriend Is Better,Talking Heads,08RFyz3gJw0scJxWrEpx6z,0.794,0.834
TRAKRNP12903CBE4F5,"She Said, She Said",The Black Keys,4jO68VNudILB2T22gjUOQx,0.775,0.94
TRBXGHE128F4221462,You May Be Right,Billy Joel,0JKVLtYBvrBnm2M6bCXfyb,0.947,0.963
TRUSUJU12903CB5317,Bobby Brown,Frank Zappa,1fwdbQbf11e7eGVo961a4F,0.619,0.792
TRIPGIY128E078FC26,Tempted,Squeeze,0BJ3W23PEwJaxnlEOtfAH5,0.603,0.311
TRFVXQP12903D07375,Go All The Way,The Raspberries,0BXIU0vjRl1qjv4T3hgVAT,0.838,0.597
TRGFZTP12903CF2142,Mind Games,John Lennon,11N8UaVAMeh1hRfM4uasoP,0.787,0.491
TRSVGXX128E078A9F9,Heroes and Villains,The Beach Boys,14sSBBfrwIi4nRAL7zodQy,0.446,0.359
TRCQBKU128F932C575,What a Wonderful World,Joey Ramone,0mSX5ZZremCHCZ2Ig817ux,0.885,0.486
TRPAYRK128E0792986,Bad Obsession,Guns N' Roses,16ran5yZDoDZIzvVqgSXyW,0.979,0.63
TRCTPXU128F4293812,I Don't Live Today,Jimi Hendrix,1nAuXxGguNT6ZGdd2A4Lh6,0.863,0.326
TRPTCNR128F1459965,Don't Come Around Here No More,Tom Petty and The Heartbreakers,00Vu8gFOCqB4LARWiXDyoy,0.647,0.907
TRYZNRK128F426EE9E,Temporary Like Achilles,Bob Dylan,0bH9eIHvNS3MXqpgDFy9PZ,0.369,0.446
TRBWIZB128F425A66B,Against All Odds (Take a Look at Me Now),Phil Collins,0dE7bw2GjhLiLAtoxIYMWZ,0.459,0.118
TRFMYIT12903CBF9BE,The Future,Leonard Cohen,06caT7tKdpCymnqOAZQOrw,0.663,0.869
TRACGFA128F9364E0C,Sailing,Christopher Cross,01zxKoORuEFjKiyHh497Zu,0.39,0.155
TRTEAGP128F14580B3,Never Before,Deep Purple,0KQppCh24sRBYfo5MZm2qB,0.559,0.911
TRDGMBH128F9335A12,This Will Be Our Year,The Zombies,02KpkaZbiutsR0ucxce4Sh,0.424,0.539
TRXJJGA128F935DDF3,Lady Godiva's Operation,The Velvet Underground,03bibEqMkEIfYjM7EIN2y1,0.534,0.787
TRMFRTV12903CC55A4,Don't Let It Bring You Down,Neil Young,1VYRSp6oXEEHklF9zViJW9,0.143,0.437
TRPATMV128EF34575D,Jokerman,Bob Dylan,01Su3ftW6Qucd1WpoAMx0D,0.636,0.758
TRCMDUT128F4263793,Heart of Stone,The Rolling Stones,0y2Lc5EzYJyptgB2rNlGic,0.546,0.546
TROYXPA128F9304290,Cross-Eyed Mary,Jethro Tull,0dt9drO1owXBD0rQ2rf29r,0.696,0.646
TRFMVYZ128F428A3E2,Ride On,AC/DC,0GKS0hwVOIjQUmrWsLc9o2,0.425,0.309
TRYEDQC128F1458663,Virginia Plain,Roxy Music,01f7DSOhrsrHtPeAP9l4KG,0.684,0.677
TRAMFRZ128F424801B,Care of Cell 44,The Zombies,08qi6ptIDrhWeLaIJZruk8,0.737,0.392
TRUGGHC128F1477705,Sister Ray,The Velvet Underground,0LWLPH2BacF0V3hzERza2A,0.916,0.555
TRPUGKZ128E0792988,Double Talkin' Jive,Guns N' Roses,3w6pWl4HKLoijkYErNjooW,0.978,0.114
TRPKSQJ128F4284AE7,Night Prowler,AC/DC,1hlzwvSxtVrzI5V94Nixt7,0.728,0.49
TRRJRFB128F93254DC,Exit,U2,1Ff7JCLNzooKqDWQYOkvFE,0.213,0.0396
TRXOHEE128F4276197,Lucy in the Sky With Diamonds,Bono,6k9XmYfxay3Sgm1tm2VGQs,0.658,0.349
TRXIUEW128F934BFDE,Here Comes My Girl,Tom Petty and The Heartbreakers,075rqIE8gmoigDH7N8rlaz,0.651,0.444
TRXVDIY128F148F4E0,We Could Be So Good Together,The Doors,0kppFYQ2VmT8BMqgMcZFFe,0.416,0.786
TRXMQBL128F427F1DB,Love Is Blindness,U2,05Zw6947yxLybR57zvqAyh,0.398,0.176
TRJFMNU128F932F805,Pictures of Home,Deep Purple,0Lq6X9XmYU54oq63zyySL8,0.919,0.779
TROIQMT128E0792994,Get in the Ring,Guns N' Roses,1Tay8nNhYR2gMO6GbjVW5Q,0.988,0.204
TRVDXDG128F428E316,Whatever You Want,Status Quo,0aCNwSpbhLXKshOKNXngY4,0.694,0.547
TRCRRVX128F93223FD,Stormbringer,Deep Purple,18CUzobvuRKa9QJljLUCDj,0.916,0.268
TRIAYBJ128E0799A5B,It's Raining Again,Supertramp,03DZQeSZ3mvlwOjtGhyN5P,0.715,0.53
TRNMRJR128F425173C,Pet Sematary,Ramones,07b5vArZtW08PuEqCw61Ei,0.953,0.667
TRFVKPS12903CDF89D,Black Ice,AC/DC,1VqpjTgPvDKuU8C7DboocQ,0.889,0.44
TRZTGSV12903CB2A8E,My Wild Love,The Doors,07dDqshVCDYOO391FVQmXa,0.37,0.299
TROMJIM128F145ABF2,One World,Dire Straits,0dZLTxbaiGYOYIEv9eqePP,0.713,0.71
TRFPUDT128F425A48E,Garden of Eden,Guns N' Roses,14ejW3aZSKeSFFKo46UDYB,0.997,0.217
TRLVVYZ128F92FAABC,Mull Of Kintyre,Wings,05D4lD1SOZmRlP8in0qctt,0.392,0.29
TRDINMZ128F42733FB,Down On The Street,The Stooges,0sapj56cqMw049k41QMkP9,0.855,0.36
TRCTVQB128F14652D5,All The Young Dudes,David Bowie,1ZSzn5NIFQ6okGK5Ka4eLr,0.699,0.678
TRXLNAC128F14695DD,Glory of Love,Peter Cetera,0pqAshbjgT1k3cB7r9pw2M,0.61,0.329
TRUTEGP128F424A7B8,Dead Flowers,The Rolling Stones,2Igo92MNNhu1sfQAOIetV3,0.766,0.948
TRGFRMR12903CCEAE8,Mother Goose,Jethro Tull,1jBJoHgCn2cMwZ2Osh70FD,0.3,0.716
TRAXQHU128F426E6E8,Blaze Of Glory,Bon Jovi,0UkIn0MkoGCmBSqFp0Ng6u,0.755,0.406
TRIZAPW128F4268832,If You Love Somebody Set Them Free,Sting,0plrjqD100IT4d5nr9ea4E,0.845,0.924
TRMVJDE128F4284B8D,Your Possible Pasts,Pink Floyd,1IAiDrvZCOx8AHlNZGY5yU,0.152,0.201
TRNNYHV12903CDA3FC,Born To Be My Baby,Bon Jovi,0eQ1fkg5APcix2Q1B44jl2,0.957,0.762
TRGJOVV12903CAFF69,Beware of Darkness,George Harrison,0J0PyV9XSgk4T5tiEqFmmZ,0.251,0.107
TRSXACD128F92DB899,Love Is Strong,The Rolling Stones,03Eo4UQZHshI452ufdYzq7,0.797,0.534
TRDVYRY128F932C803,C'mon Everybody,Eddie Cochran,005To9EtPIhKtd2pIR7tYk,0.639,0.89
TRVBEHN12903C94E6C,You Do Something to Me,Paul Weller,0cSyKe9WZuG4Y3WxAn4uA7,0.376,0.309
TRABDKM128EF35788A,Old Friends,Simon & Garfunkel,08arlTxlLUxoU2RpHNjt9b,0.193,0.308
TRODDAR128F9305C15,Drive-In Saturday,David Bowie,6lY2eZhu7MteH0CCqgT3cq,0.774,0.384
TRKOJNE128F9312858,Long Hot Summer Night,Jimi Hendrix,1HFj7yC7uZfqjWuoH6DO9r,0.824,0.687
TRNNDPW128F4273925,Someone Saved My Life Tonight,Elton John,0bLOiofyBB62YU2cNnONJG,0.428,0.151
TROIRUX128F92FC956,Before You Accuse Me,Eric Clapton,06OOSE07oIxFnzbqQZzXAd,0.449,0.719
TRXMDGW128F426CDB3,Alberta,Eric Clapton,0TyCUtXTnUGFj6Ka1obZfX,0.178,0.336
TRWVAEM128F4292A25,I Can't Go for That (No Can Do),Hall & Oates,01HhQokmLaIN3ujbs2odO7,0.441,0.963
TRCPRRE128F9301166,Octopus,Syd Barrett,0aqzj9SVim1eeCndAqVRVP,0.363,0.489
TRCQLIU128F933D1FC,The Gift,The Velvet Underground,1M5FVFM52hYhmolSD386TJ,0.567,0.636
TRVKLGW12903CB4523,Aeroplane Blues,The Black Keys,18463WFtpMNjZRBCOsJq6n,0.687,0.382
TRADESF128F4214D8E,Mama Kin,Aerosmith,0IB8kS98c9v1eJVzrZy6On,0.903,0.871
TRYDLAA12903CBE700,The Wonder Of You,Elvis Presley,01Ig9QOc4XEUAsrsTQmBI1,0.632,0.569
TRAKWUM128F4224C67,Babe,Styx,0DGXQrV2P1kndgN3N38jMR,0.339,0.0779
TRUZDLX128F42852C5,Runaround Sue,Dion,009omzRUTbYHXgdfrXEKTa,0.481,0.646
TRBUBHB128EF34F4C9,Sugar Magnolia,Grateful Dead,0zAaVzDbPRqxz5MEq3Zk3f,0.57,0.627
TRYMZLK128F428A446,Living in the Past,Jethro Tull,0O64edIsPmEaw7cvix9O6z,0.526,0.962
TRAIUCP12903CE7F87,Double Vision,Foreigner,07JJ8J6dKi9yytttCAy4Pp,0.757,0.814
TRINEPT128F9315539,Sin City,AC/DC,28SFr795pMT17y5CErh8I4,0.757,0.219
TRAJFQS12903CB4DAC,Brandy (You're A Fine Girl),Looking Glass,02AsecVLiXoG3AjChkSvfy,0.766,0.779
TRSNOAI12903CEB84B,Rockin' All Over the World,Status Quo,09GivWywOX0j10RKsfLQea,0.963,0.87
TRZRTPM128F4284DB9,I Heard Her Call My Name,The Velvet Underground,0a0bGMAfrPAvQhB961Zq2i,0.926,0.562
TRRLZJI128F42818C0,Country Road,James Taylor,022a6uag6VWEwUPj25ILCw,0.461,0.549
TRDJWXG128F1486443,Living Next Door to Alice,Smokie,03zoO5a1whqHCBbqjN86uF,0.463,0.786
TRNGJFS128F426E353,Mother and Child Reunion,Paul Simon,05LDXSY76ynmYrXWWwkJyG,0.574,0.764
TRQWPVX128E078DCE5,Wild Honey,U2,0UxiKYZaOo5rvz31Mb62Ox,0.757,0.517
TROMWEX128F93269A7,Cortez The Killer,Neil Young,0I95nhuP4B0oa6KWLsqqvH,0.323,0.517
TRRRQVZ128F93167FE,I'm Gonna Crawl,Led Zeppelin,0jd8hx28sbsl57VhpOgOLW,0.598,0.199
TRHDTQE128F427B8D6,Pull This Blanket Off,The Raconteurs,3qqQzkPaAgWCE26J9ZygFB,0.385,0.242
TRXLTJG128F42B9257,The Trees,Rush,04B8uRunIuxlKGn4iay9Cd,0.729,0.354
TRZXBEL12903C9FC23,Jungleland,Bruce Springsteen,0rvFsY75hUIgcwz8lcNJro,0.428,0.207
TRRDWJY128F92FE6FB,Let Me Live,Queen,164B4sABTdbN6P0NOhYuHZ,0.726,0.446
TRULEEJ128F9309639,(Let Me Be Your) Teddy Bear,Elvis Presley,00jEwb7vNR9WDbrfgY26jY,0.516,0.882
TRPKDEF128F93513C7,Cheap Sunglasses,ZZ Top,0FvWTzmlU7kp2f15zn7mqd,0.549,0.792
TRESBJX128F4262534,Fly Away From Here,Aerosmith,08GS2qEwognWZTcsgDYpSI,0.676,0.181
TRENNJI128F423EC5B,Third Stone From The Sun,Jimi Hendrix,09vtOmJrOSCWTQSSvcNpzA,0.816,0.423
TRUUUGJ128F9318FD9,Beside You,Van Morrison,02CMhOmmUwl8unBuL2ON6o,0.399,0.476
TRKESML128F9316106,Shotgun Blues,Guns N' Roses,0jM4nfKmkjzrnRQwyuAEMA,0.994,0.203
TRCXYQA12903CBEBD3,Private Eyes,Hall & Oates,098DRq2EpYSun5kAj7NfWa,0.778,0.862
TRAKQPN128F428267D,Mystery Train,Elvis Presley,00AiGx33HACDrl45MZwscS,0.609,0.751
TRXCZNS128F428A15E,Next To You,The Police,0rUmVbfsJQzWSA1JzolQtN,0.928,0.495
TRNHPTD128F9309C97,We're An American Band,Grand Funk Railroad,03IxRWW0ReUamUxzkKL795,0.849,0.923
TRLJXLU128F4291F65,One Night,Elvis Presley,00FP0um1VWua8SdXym6JNd,0.499,0.74
TROKDOG128F42A2C59,Itchycoo Park,Small Faces,0dhWsRs3ltUg5PPbFymiLz,0.639,0.662
TROPWSB12903CCDC43,Sara Smile,Hall & Oates,0cYGQkYbqVwUhC7qffwHXr,0.269,0.385
TRJBEOE128F4278A64,Cities on Flame With Rock and Roll,Blue Öyster Cult,06oFWEukGKMqidpuA9Kb11,0.865,0.674
TRACYXW128F4297569,Fool For Your Loving,Whitesnake,0jVcfjLvuk97SRk2gUIjYR,0.764,0.575
TRWCZLP128F428ABA2,I Ain't the One,Lynyrd Skynyrd,0bHYdyyEcvZ8LezjGZvGpW,0.83,0.652
TRYIYPI128F92E221C,One Too Many Mornings,Bob Dylan,0oIXoxuFvyTyWK60pF17X3,0.95,0.361
TRAOTPU128F146ED26,A Minha Menina,Os Mutantes,0KH25HS4Zm7Qgwbua1vK6X,0.823,0.664
TRYMRDO128F92F440D,Good Luck Charm,Elvis Presley,04qrH2zmxy0NLPb5et3I30,0.453,0.776
TRUANPT128F4293F33,The Way I Feel Inside,The Zombies,20HX3YGY9KxMOguWtesLPA,0.168,0.463
TRUJUVG128F42645EC,I Want To Take You Higher,Sly & The Family Stone,03CeApBmJyiD5lR9gaxt0R,0.841,0.494
TRLFNVN128F931B903,Cool It Down,The Velvet Underground,2WX3fQOUEKFBluMPfH9NMG,0.658,0.961
TRLXVQA128F92F2640,Oxford Town,Bob Dylan,0f2MtM3Mm6zK1N7l6wbOHI,0.215,0.676
TRIENZD12903D004B4,Never Say Goodbye,Bon Jovi,104jtmlUdZEFk0IiLWy0g0,0.702,0.257
TRAVLLN128F14744C0,If You Could Read My Mind,Gordon Lightfoot,009bHl93A8kHlbDJLjkqHV,0.562,0.678
TRUUJKM12903CA885A,"Lovin', Touchin', Squeezin'",Journey,04A1vlk8Gk7qhIapXlaa8i,0.644,0.714
TRDDOCT128F4220B66,I Started A Joke,Bee Gees,0ibermI0DaGX5Nm7pt1QeQ,0.429,0.282
TRIZMAB12903CED19E,Fakin' It,Simon & Garfunkel,0gcxPywS6cYPTdQO9DCJhh,0.608,0.616
TRAZDCM12903CDC972,Yahweh,U2,0A8WUaNDNTSyS3Ub2PhCZf,0.881,0.304
TRLRPMC128F9330A41,I Found A Reason,The Velvet Underground,09IIZRKT72vlCIdAzPImZK,0.262,0.323
TRXESAN12903CBCC8B,Philadelphia Freedom,Elton John,02FfWYFRwg8otKI4X9smd7,0.734,0.819
TRWTKSJ128F422B78C,Sister Midnight,Iggy Pop,066GLu6aM34sfuseUtE8ya,0.931,0.4
TREULXO128E0791A7F,Presence Of The Lord,Blind Faith,12l0IbewWNKPFdkBcOZdh1,0.527,0.61
TRAHVWW12903CDA481,Days,The Kinks,04TlU1vTbsehfNgK4QE0Bl,0.711,0.811
TROKBQM128F426E9C0,Rock & Roll Band,Boston,0C0mNmyohyTo3r3MzDqGsK,0.645,0.551
TRJREZB128F429528E,Once Upon a Time in the West,Dire Straits,0nvtx9mMWNAk3S6s2aN6rT,0.655,0.898
TRLLMCB128F9309064,Hard Headed Woman,Elvis Presley,00pBOxigOjFGgWsu6HIvbq,0.838,0.907
TRXSMIF128F92E9231,Mr. Soul,Buffalo Springfield,042v1NacbKJzCyi6nBme7T,0.706,0.961
TRNWPWD128F428B013,Crime of the Century,Supertramp,04wy1BZVG9hpl20GudTcce,0.536,0.294
TROMNDX128E0793A0A,Dead End Street,The Kinks,0qjZKsS48znAWSc3hnf8wA,0.636,0.489
TRFULNM128E07969E2,I'm A Man,The Yardbirds,0bLsnEG67MySp5RpTA3adR,0.674,0.758
TRGYZEO128F92DDC3F,I Love It Loud,Kiss,0BJLlRt3CW1NxdQZP7biN5,0.904,0.215
TRJDEHU128F9309928,Bob Dylan's Dream,Bob Dylan,00tanKrs6k2NYcty1CKiVk,0.107,0.338
TRRFCRV12903CD3279,California Queen,Wolfmother,0fDnklQNU5pLhZ4ho2Xdz1,0.953,0.132
TRHOIRL128F421BBF6,Rock 'N' Roll Singer,AC/DC,0Gxtwcq8vKU9nlzjpI1pCS,0.709,0.693
TRBURIA128F4260AC0,A Woman Left Lonely,Janis Joplin,0nqEc9VveL8cAHxAdPD3sG,0.4,0.236
TRBITIR12903D05EEF,Why Worry,Dire Straits,0NL5lqKSd0obXvKwfvyTKw,0.132,0.106
TRHHTBX128F149DA3C,One Thing Leads To Another,The Fixx,0edkg4y7Ja6fbO8UhqrPKz,0.817,0.552
TREDBAS128F425A617,Prove It,Television,01bEYTtXKMube52Of4JkWm,0.522,0.748
TRKBBAI128F92FD03F,Wait Until Tomorrow,Jimi Hendrix,01eSlxFiwXKtrlRoigRTwq,0.859,0.803
TRONNCI128F93355A3,Sweet Sixteen,Billy Idol,09sfBCegzkBJRZCrTdb9EL,0.521,0.556
TRFXBLS128E07890DF,N.S.U.,Cream,0B881eRQGvBojMNE9rm2gH,0.574,0.306
TRLLBBU128F42B1F8C,Can't Get Enough,Bad Company,0u9WUSPggs6FfsFTNXoYGk,0.907,0.462
